INDIGO;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;Id;Fecha_orden;Tipo Prioridad;Categoria;Subcategoria;Producto;Cantidad;Ventas;Margen;Descuento;Utilidad;Precio_venta;Precio_costo;Costo_envio;Modo_envio;Nombre_cliente;Pais;Prov. / Depto.;Segmento;Empaque;Fecha_envio;Canal de Venta
;23303;20/6/2009;2;1;Papel;Xerox 1894;39; 14,40 ;55%;9%; 258,34 ; 517,28 ; 6,48 ; 6,22 ;1;Ralph Arnett;5;34;4;6;22/6/2009;2
;23328;15/9/2010;3;3;Maquinas de oficina;Panasonic KX-P1150 Dot Matrix Printer;39; 246,53 ;41%;3%; 3.653,51 ; 9.343,91 ; 145,45 ; 17,85 ;2;Resi Polking;2;25;1;7;16/9/2010;2
;23329;26/12/2010;1;3;Telefonos;Bell Sonecor JB700 Caller ID;4; 13,32 ;40%;5%; 18,64 ; 55,63 ; 7,99 ; 5,03 ;1;Maris LaWare;6;141;3;3;19/1/2011;3
;23329;26/12/2010;1;3;Telefonos;SC7868i;47; 247,04 ;49%;5%; 5.108,77 ; 11.039,29 ; 125,99 ; 8,99 ;1;Maris LaWare;6;137;3;6;30/12/2010;4
;23333;5/8/2009;5;1;Accesorios;Holmes Odor Grabber;44; 22,18 ;35%;4%; 302,60 ; 943,83 ; 14,42 ; 6,75 ;1;Michael Dominguez;4;13;3;3;6/8/2009;4
;23333;5/8/2009;5;1;Papel;Xerox 1903;32; 12,46 ;52%;4%; 191,36 ; 388,51 ; 5,98 ; 5,79 ;1;Michael Dominguez;4;1;3;6;7/8/2009;3
;23333;5/8/2009;5;3;Telefonos;Talkabout T8367;16; 117,84 ;44%;3%; 773,03 ; 1.837,86 ; 65,99 ; 8,99 ;1;Michael Dominguez;4;9;3;6;6/8/2009;1
;23360;11/5/2009;1;1;Sobres;#10 White Business Envelopes,4 1/8 x 9 1/2;30; 24,87 ;37%;1%; 268,63 ; 740,12 ; 15,67 ; 1,39 ;3;Jocasta Rupert;7;53;4;6;11/5/2009;1
;23361;3/7/2010;4;1;Ligas;Bagged Rubber Bands;2; 2,29 ;45%;6%; 1,79 ; 5,01 ; 1,26 ; 0,70 ;1;Benjamin Patterson;6;132;2;5;4/7/2010;4
;23361;3/7/2010;4;1;Organizadores;Carina Double Wide Media Storage Towers in Natural & Black;36; 137,25 ;41%;4%; 1.828,23 ; 4.778,51 ; 80,98 ; 35,00 ;1;Benjamin Patterson;6;131;2;1;4/7/2010;4
;23361;3/7/2010;4;3;Telefonos;Polyproplyene Holder;7; 103,11 ;36%;7%; 209,31 ; 676,50 ; 65,99 ; 5,26 ;1;Benjamin Patterson;6;125;2;6;3/7/2010;2
;23362;27/8/2010;5;2;Mobiliario;12-1/2 Diameter Round Wall Clock;45; 37,70 ;47%;10%; 627,67 ; 1.537,26 ; 19,98 ; 10,49 ;1;Randy Bradley;3;104;1;6;29/8/2010;3
;23363;29/5/2012;1;1;Carpetas;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";46; 10,23 ;52%;2%; 235,27 ; 466,10 ; 4,91 ; 4,97 ;1;Robert Dilbeck;3;110;2;6;5/6/2012;1
;23366;19/11/2010;2;2;Mobiliario;Ultra Door Pull Handle;12; 18,46 ;43%;6%; 81,95 ; 216,13 ; 10,52 ; 7,94 ;1;Tim Taslimi;6;126;2;2;21/11/2010;4
;23366;19/11/2010;2;1;Organizadores;Desktop 3-Pocket Hot File;5; 83,23 ;35%;4%; 129,01 ; 419,50 ; 54,10 ; 19,99 ;1;Tim Taslimi;6;121;2;6;19/11/2010;1
;23392;16/8/2009;5;2;Mesas;Hon 2111 Invitation Series Corner Table;24; 322,11 ;35%;0%; 2.705,70 ; 7.799,58 ; 209,37 ; 69,00 ;1;Jennifer Ferguson;5;47;3;1;18/8/2009;1
;23394;29/4/2010;3;1;Carpetas;Round Ring Binders;45; 4,16 ;50%;1%; 91,73 ; 186,82 ; 2,08 ; 1,49 ;1;Kean Nguyen;4;17;1;6;30/4/2010;4
;23395;27/10/2012;5;3;Perifericos;80 Minute CD-R Spindle, 100/Pack - Staples;31; 80,57 ;51%;1%; 1.248,86 ; 2.474,73 ; 39,48 ; 1,99 ;1;Janet Martin;6;141;2;2;29/10/2012;2
;23396;18/6/2010;1;3;Maquinas de oficina;Okidata ML320 Series Turbo Dot Matrix Printers;30; 740,70 ;46%;8%; 8.444,02 ; 20.455,48 ; 399,98 ; 12,06 ;2;Quincy Jones;6;122;3;4;20/6/2010;2
;23398;13/3/2009;5;1;Papel;Xerox 210;19; 12,00 ;46%;6%; 91,20 ; 221,69 ; 6,48 ; 7,37 ;1;Carol Adams;5;33;2;6;14/3/2009;1
;23399;29/12/2010;3;1;Organizadores;Tenex Personal Project File with Scoop Front Design, Black;14; 29,30 ;54%;1%; 217,44 ; 410,67 ; 13,48 ; 4,51 ;3;Randy Bradley;3;113;1;6;29/12/2010;2
;23426;16/2/2011;4;3;Perifericos;Memorex 80 Minute CD-R, 30/Pack;45; 36,48 ;37%;7%; 492,43 ; 1.528,52 ; 22,98 ; 1,99 ;1;Erin Ashbrook;4;20;4;2;18/2/2011;1
;23426;16/2/2011;4;1;Tijeras;Letter Slitter;12; 4,75 ;47%;9%; 21,68 ; 53,84 ; 2,52 ; 1,92 ;1;Erin Ashbrook;4;16;4;5;17/2/2011;2
;23427;8/8/2011;1;1;Carpetas;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;30; 23,83 ;37%;9%; 200,13 ; 658,83 ; 15,01 ; 8,40 ;1;Cindy Chapman;6;142;2;6;15/8/2011;2
;23427;8/8/2011;1;1;Carpetas;GBC VeloBinder Electric Binding Machine;22; 237,22 ;49%;3%; 2.400,62 ; 5.071,25 ; 120,98 ; 9,07 ;1;Cindy Chapman;6;143;2;6;17/8/2011;2
;23428;28/10/2012;3;1;Papel;Xerox 1991;41; 50,76 ;55%;2%; 1.102,92 ; 2.047,54 ; 22,84 ; 8,18 ;1;Alan Shonely;7;49;1;6;30/10/2012;1
;23429;19/3/2009;4;1;Carpetas;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";28; 10,68 ;50%;6%; 131,58 ; 286,73 ; 5,34 ; 5,63 ;1;Beth Thompson;4;3;2;6;19/3/2009;2
;23429;19/3/2009;4;3;Telefonos;Polyproplyene Holder;19; 108,18 ;39%;7%; 657,74 ; 1.916,81 ; 65,99 ; 5,26 ;3;Beth Thompson;4;23;2;6;21/3/2009;4
;23488;6/1/2009;4;2;Librerias;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;30; 1.662,23 ;47%;4%; 21.442,72 ; 47.916,67 ; 880,98 ; 44,55 ;2;Julia West;6;134;3;4;7/1/2009;3
;23488;6/1/2009;3;1;Boligrafos;Newell 342;29; 5,21 ;37%;3%; 51,33 ; 150,42 ; 3,28 ; 3,97 ;1;Julia Barnett;6;129;3;5;8/1/2009;2
;23489;28/8/2012;3;3;Perifericos;DS/HD IBM Formatted Diskettes, 200/Pack - Staples;42; 85,68 ;44%;2%; 1.511,37 ; 3.530,14 ; 47,98 ; 3,61 ;3;Ritsa Hightower;4;22;2;2;28/8/2012;1
;23522;11/4/2011;4;3;Telefonos;Polyproplyene Holder;20; 140,40 ;53%;6%; 1.319,80 ; 2.648,59 ; 65,99 ; 8,99 ;3;Alan Shonely;5;47;1;6;13/4/2011;2
;23522;11/4/2011;4;3;Perifericos;Gyration RF Keyboard;19; 262,28 ;39%;10%; 1.445,16 ; 4.490,47 ; 159,99 ; 5,50 ;1;Alan Shonely;5;42;1;6;12/4/2011;3
;23522;11/4/2011;4;1;Papel;Xerox 227;36; 12,71 ;49%;10%; 178,39 ; 420,40 ; 6,48 ; 8,73 ;1;Alan Shonely;5;46;1;6;13/4/2011;2
;23522;11/4/2011;4;2;Mobiliario;Telescoping Adjustable Floor Lamp;8; 36,35 ;45%;2%; 125,03 ; 296,12 ; 19,99 ; 11,17 ;1;Alan Shonely;4;12;1;1;12/4/2011;3
;23524;28/4/2009;3;1;Etiquetas;Avery 491;28; 7,79 ;47%;4%; 93,82 ; 210,45 ; 4,13 ; 0,99 ;3;Sandra Glassco;4;12;3;6;30/4/2009;4
;23524;28/4/2009;3;1;Papel;Xerox 194;46; 110,96 ;50%;6%; 2.245,83 ; 4.812,21 ; 55,48 ; 14,30 ;1;Sandra Glassco;4;15;3;6;30/4/2009;2
;23555;11/12/2012;3;1;Etiquetas;Avery 52;29; 5,86 ;37%;9%; 47,56 ; 155,07 ; 3,69 ; 0,50 ;1;Adam Hart;6;130;2;6;12/12/2012;4
;23555;11/12/2012;3;3;Telefonos;V 3600 Series;5; 111,85 ;41%;6%; 195,73 ; 534,67 ; 65,99 ; 8,99 ;1;Adam Hart;6;132;2;6;12/12/2012;3
;23556;9/1/2011;5;1;Accesorios;Hoover WindTunnel Plus Canister Vacuum;34; 648,66 ;44%;5%; 8.601,24 ; 20.971,73 ; 363,25 ; 19,99 ;3;Patrick Gardner;7;48;4;6;10/1/2011;3
;23557;31/5/2011;2;2;Mobiliario;3M Polarizing Task Lamp with Clamp Arm, Light Gray;7; 210,74 ;35%;2%; 486,81 ; 1.470,16 ; 136,98 ; 24,49 ;1;Keith Dawkins;3;109;3;1;1/6/2011;2
;23558;9/8/2011;1;1;Papel;Xerox 1949;4; 9,96 ;50%;1%; 19,52 ; 44,16 ; 4,98 ; 4,72 ;1;Julie Prescott;4;23;3;6;11/8/2011;3
;23558;9/8/2011;1;2;Mesas;Hon iLevel Computer Training Table;17; 63,52 ;50%;3%; 507,52 ; 1.092,95 ; 31,76 ; 45,51 ;2;Julie Prescott;4;23;3;4;14/8/2011;4
;23559;18/7/2010;1;1;Carpetas;Lock-Up Easel 'Spel-Binder';14; 63,40 ;55%;3%; 461,55 ; 862,46 ; 28,53 ; 1,49 ;3;Cynthia Arntzen;3;116;3;6;25/7/2010;1
;23559;18/7/2010;1;3;Maquinas de oficina;Canon P1-DHIII Palm Printing Calculator;9; 35,25 ;49%;2%; 149,13 ; 319,46 ; 17,98 ; 8,51 ;1;Cynthia Arntzen;3;113;3;3;23/7/2010;2
;23584;12/3/2012;4;3;Maquinas de oficina;Hewlett-Packard Deskjet 6122 Color Inkjet Printer;14; 386,48 ;48%;6%; 2.272,51 ; 5.101,68 ; 200,97 ; 15,59 ;2;Alan Barnes;6;134;2;7;14/3/2012;3
;23585;31/10/2012;4;1;Boligrafos;Newell 320;44; 7,13 ;40%;6%; 106,71 ; 296,63 ; 4,28 ; 1,60 ;1;Catherine Glotzbach;2;30;3;5;1/11/2012;2
;23586;14/1/2010;5;1;Papel;Xerox 1994;32; 10,62 ;39%;3%; 122,38 ; 335,48 ; 6,48 ; 5,74 ;1;Anthony Garverick;3;115;1;6;17/1/2010;2
;23616;28/8/2012;2;3;Copiadoras;Canon PC-428 Personal Copier;47; 370,35 ;46%;9%; 6.440,42 ; 15.864,44 ; 199,99 ; 24,49 ;1;Becky Martin;4;5;3;1;28/8/2012;3
;23617;5/5/2011;2;1;Carpetas;Vinyl Sectional Post Binders;6; 62,83 ;40%;4%; 135,72 ; 364,91 ; 37,70 ; 2,99 ;3;Christy Brittain;6;126;4;6;7/5/2011;2
;23618;27/11/2012;5;3;Telefonos;Polyproplyene Holder;45; 113,78 ;42%;2%; 2.047,97 ; 5.022,78 ; 65,99 ; 5,26 ;1;Jill Stevenson;3;116;4;6;29/11/2012;1
;23619;21/12/2012;5;3;Maquinas de oficina;Canon MP41DH Printing Calculator;7; 328,22 ;54%;6%; 1.102,81 ; 2.173,66 ; 150,98 ; 13,99 ;1;Nora Paige;7;64;1;3;22/12/2012;4
;23619;21/12/2012;5;2;Mobiliario;Eldon Expressions Mahogany Wood Desk Collection;45; 10,95 ;43%;2%; 201,98 ; 488,00 ; 6,24 ; 5,22 ;1;Nora Paige;7;70;1;6;23/12/2012;4
;23619;21/12/2012;5;3;Telefonos;Polyproplyene Holder;48; 103,11 ;36%;6%; 1.484,78 ; 4.658,22 ; 65,99 ; 5,92 ;1;Nora Paige;7;55;1;6;24/12/2012;4
;23648;24/9/2012;4;3;Perifericos;Adesso Programmable 142-Key Keyboard;44; 287,70 ;47%;3%; 5.569,84 ; 12.285,46 ; 152,48 ; 6,50 ;1;Liz Carlisle;3;105;2;6;25/9/2012;4
;23648;24/9/2012;4;1;Etiquetas;Avery 494;4; 4,28 ;39%;10%; 4,96 ; 15,90 ; 2,61 ; 0,50 ;1;Liz Carlisle;3;119;2;6;25/9/2012;3
;23649;5/9/2012;2;3;Telefonos;Polyproplyene Holder;30; 369,79 ;47%;10%; 4.104,70 ; 9.988,60 ; 195,99 ; 4,20 ;1;Arthur Wiediger;4;15;2;6;8/9/2012;1
;23649;5/9/2012;2;3;Telefonos;M3682;42; 209,98 ;40%;1%; 3.439,53 ; 8.739,19 ; 125,99 ; 8,08 ;1;Arthur Wiediger;4;17;2;6;6/9/2012;2
;23652;30/8/2009;2;1;Boligrafos;Newell 309;27; 25,67 ;55%;10%; 311,85 ; 626,06 ; 11,55 ; 2,36 ;1;Sara Luxemburg;6;129;1;5;30/8/2009;3
;23680;6/11/2010;2;2;Mesas;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";8; 712,53 ;55%;10%; 2.565,12 ; 5.173,81 ; 320,64 ; 43,57 ;2;Ivan Liston;6;130;4;4;7/11/2010;1
;23681;19/5/2012;3;1;Organizadores;Safco Industrial Wire Shelving;42; 181,11 ;47%;0%; 3.575,17 ; 7.641,75 ; 95,99 ; 35,00 ;3;Jenna Caffey;4;19;4;1;21/5/2012;2
;23685;29/6/2012;2;3;Telefonos;Phone 918;46; 367,84 ;44%;8%; 6.091,42 ; 15.571,96 ; 205,99 ; 5,00 ;1;Cynthia Delaney;2;24;2;6;30/6/2012;1
;23713;28/11/2012;2;3;Telefonos;Polyproplyene Holder;38; 227,43 ;49%;5%; 3.802,65 ; 8.216,19 ; 115,99 ; 5,92 ;1;Katrina Bavinger;3;113;4;6;1/12/2012;3
;23719;25/7/2010;4;1;Papel;Southworth Structures Collection;17; 16,18 ;55%;8%; 129,26 ; 258,49 ; 7,28 ; 5,47 ;1;Brian Stugart;6;137;4;6;27/7/2010;3
;23745;5/12/2012;1;2;Mobiliario;Eldon Cleatmat Chair Mats for Medium Pile Carpets;12; 102,78 ;46%;6%; 493,33 ; 1.211,53 ; 55,50 ; 52,20 ;1;Duane Noonan;2;26;2;3;5/12/2012;3
;23745;5/12/2012;1;2;Mesas;Hon Rectangular Conference Tables;47; 379,25 ;40%;0%; 7.129,90 ; 17.857,23 ; 227,55 ; 32,48 ;2;Duane Noonan;2;24;2;4;9/12/2012;4
;23746;15/12/2010;3;3;Perifericos;TDK 4.7GB DVD-R Spindle, 15/Pack;10; 66,08 ;38%;6%; 211,46 ; 623,15 ; 40,97 ; 1,99 ;1;Emily Grady;2;27;3;2;16/12/2010;1
;23748;10/8/2012;3;1;Organizadores;Tennsco Double-Tier Lockers;26; 362,94 ;38%;2%; 3.397,08 ; 9.276,26 ; 225,02 ; 28,66 ;2;Naresj Patel;4;8;1;7;12/8/2012;1
;23751;18/3/2009;5;2;Librerias;Bush Cubix Collection Bookcases, Fully Assembled;44; 339,97 ;35%;1%; 5.085,94 ; 14.873,72 ; 220,98 ; 64,66 ;2;Ricardo Block;6;125;2;4;19/3/2009;4
;23777;26/11/2012;2;1;Organizadores;Fellowes Bankers Box Stor/Drawer Steel Plus;16; 71,07 ;55%;6%; 557,16 ; 1.075,56 ; 31,98 ; 6,72 ;1;Emily Phan;7;54;4;6;27/11/2012;3
;23778;13/7/2009;1;1;Accesorios;Hoover Portapower Portable Vacuum;13; 9,96 ;55%;6%; 63,42 ; 170,66 ; 4,48 ; 49,00 ;1;Carlos Meador;6;139;2;1;17/7/2009;1
;23781;31/10/2011;4;1;Papel;Xerox 226;30; 12,00 ;46%;0%; 165,60 ; 365,84 ; 6,48 ; 5,84 ;1;Ashley Jarboe;3;120;3;6;2/11/2011;3
;23782;10/1/2010;1;2;Tapetes;Global Troy Executive Leather Low-Back Tilter;46; 1.022,41 ;51%;9%; 19.752,93 ; 42.824,01 ; 500,98 ; 26,00 ;2;Justin MacKendrick;5;44;2;7;10/1/2010;1
;23782;10/1/2010;1;1;Organizadores;Tennsco Commercial Shelving;7; 44,22 ;54%;9%; 139,28 ; 316,66 ; 20,34 ; 35,00 ;1;Justin MacKendrick;5;44;2;1;15/1/2010;2
;23808;7/2/2009;1;1;Papel;Southworth 25% Cotton Premium Laser Paper and Envelopes;30; 41,63 ;52%;4%; 599,40 ; 1.207,48 ; 19,98 ; 8,68 ;1;Ed Braxton;6;130;4;6;14/2/2009;2
;23808;7/2/2009;1;3;Telefonos;Timeport L7089;28; 196,86 ;36%;8%; 1.543,38 ; 5.078,79 ; 125,99 ; 7,69 ;1;Ed Braxton;6;141;4;6;9/2/2009;2
;23809;4/6/2012;2;1;Carpetas;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";7; 21,98 ;41%;10%; 47,70 ; 139,98 ; 12,97 ; 1,49 ;1;Nora Price;7;55;3;6;6/6/2012;4
;23812;27/7/2012;4;3;Maquinas de oficina;Hewlett-Packard Deskjet 6122 Color Inkjet Printer;32; 314,02 ;36%;10%; 2.612,61 ; 9.059,24 ; 200,97 ; 15,59 ;2;Toby Grace;3;110;3;7;27/7/2012;3
;23842;17/9/2010;1;1;Papel;Xerox 1898;20; 12,85 ;48%;10%; 97,63 ; 238,15 ; 6,68 ; 6,92 ;1;Yoseph Carroll;2;30;4;6;24/9/2010;3
;23844;6/7/2009;2;1;Accesorios;Belkin F9M820V08 8 Outlet Surge;40; 67,16 ;36%;0%; 967,05 ; 2.690,87 ; 42,98 ; 4,62 ;1;Michael Granlund;7;69;3;6;8/7/2009;2
;23844;6/7/2009;2;1;Accesorios;Holmes HEPA Air Purifier;42; 36,92 ;41%;3%; 589,17 ; 1.509,87 ; 21,78 ; 5,94 ;1;Michael Granlund;7;52;3;3;8/7/2009;2
;23844;6/7/2009;2;1;Etiquetas;Avery 520;11; 5,08 ;38%;8%; 16,77 ; 51,92 ; 3,15 ; 0,50 ;1;Michael Granlund;7;64;3;6;7/7/2009;1
;23847;9/11/2012;2;3;Telefonos;2160i;7; 372,20 ;46%;1%; 1.172,44 ; 2.583,57 ; 200,99 ; 4,20 ;1;Darren Budd;4;7;3;6;11/11/2012;3
;23877;12/7/2009;2;3;Telefonos;Polyproplyene Holder;31; 134,67 ;51%;7%; 1.836,95 ; 3.891,44 ; 65,99 ; 8,80 ;1;Nicole Brennan;6;126;3;6;12/7/2009;1
;23877;12/7/2009;2;3;Perifericos;TDK 4.7GB DVD-R;35; 16,68 ;40%;0%; 233,57 ; 585,91 ; 10,01 ; 1,99 ;3;Nicole Brennan;6;133;3;2;14/7/2009;3
;23906;20/9/2010;4;1;Accesorios;Staples 4 Outlet Surge Protector;37; 18,45 ;53%;10%; 293,49 ; 617,78 ; 8,67 ; 3,50 ;3;Alyssa Crouse;2;30;2;6;21/9/2010;1
;23907;14/7/2011;2;3;Telefonos;Polyproplyene Holder;7; 126,90 ;48%;5%; 381,98 ; 846,41 ; 65,99 ; 2,50 ;1;Julie Creighton;2;31;2;6;14/7/2011;4
;23911;1/6/2012;4;2;Tapetes;Global High-Back Leather Tilter, Burgundy;21; 223,62 ;45%;10%; 1.643,59 ; 4.296,58 ; 122,99 ; 70,20 ;2;Christopher Conant;2;32;3;7;2/6/2012;1
;23911;1/6/2012;4;3;Perifericos;Microsoft Natural Multimedia Keyboard;19; 104,04 ;51%;3%; 948,85 ; 1.923,97 ; 50,98 ; 6,50 ;1;Christopher Conant;2;30;3;6;2/6/2012;2
;23911;1/6/2012;4;1;Papel;Xerox 1906;3; 56,25 ;37%;0%; 62,44 ; 176,26 ; 35,44 ; 7,50 ;1;Christopher Conant;2;31;3;6;2/6/2012;1
;23936;17/12/2009;5;1;Boligrafos;12 Colored Short Pencils;27; 5,42 ;52%;9%; 62,89 ; 135,49 ; 2,60 ; 2,40 ;1;Darrin Van Huff;3;118;3;5;19/12/2009;3
;23940;8/4/2011;5;1;Accesorios;Hoover Portapower Portable Vacuum;20; 7,47 ;40%;3%; 55,25 ; 193,85 ; 4,48 ; 49,00 ;1;Khloe Miller;2;27;3;1;9/4/2011;3
;23940;8/4/2011;5;2;Tapetes;Global Leather & Oak Executive Chair, Burgundy;11; 274,35 ;45%;2%; 1.297,65 ; 3.017,64 ; 150,89 ; 60,20 ;2;Khloe Miller;2;28;3;7;11/4/2011;3
;23943;23/6/2011;4;1;Boligrafos;Boston 16701 Slimline Battery Pencil Sharpener;24; 27,96 ;43%;3%; 268,46 ; 656,47 ; 15,94 ; 5,45 ;1;Cindy Stewart;6;124;2;2;25/6/2011;1
;23968;4/3/2011;4;1;Papel;Xerox 226;19; 12,71 ;49%;5%; 106,22 ; 235,18 ; 6,48 ; 5,84 ;1;Tracy Poddar;5;45;2;6;7/3/2011;4
;23971;21/11/2009;4;1;Accesorios;Staples 6 Outlet Surge;5; 18,42 ;35%;0%; 32,23 ; 97,06 ; 11,97 ; 4,98 ;1;Cynthia Arntzen;4;13;3;6;24/11/2009;3
;24003;31/10/2009;4;1;Boligrafos;Newell 310;49; 3,09 ;43%;6%; 55,98 ; 142,92 ; 1,76 ; 0,70 ;1;Dan Campbell;7;78;2;5;2/11/2009;2
;24003;31/10/2009;4;1;Organizadores;2300 Heavy-Duty Transfer File Systems by Perma;50; 45,42 ;45%;2%; 976,49 ; 2.234,28 ; 24,98 ; 8,79 ;1;Dan Campbell;7;48;2;6;1/11/2009;2
;24003;31/10/2009;4;3;Telefonos;Accessory41;4; 78,24 ;54%;5%; 153,35 ; 303,30 ; 35,99 ; 5,99 ;3;Dan Campbell;7;64;2;5;2/11/2009;3
;24003;31/10/2009;4;1;Ligas;Bagged Rubber Bands;9; 2,14 ;41%;6%; 6,73 ; 18,77 ; 1,26 ; 0,70 ;1;Dan Campbell;6;121;2;5;31/10/2009;1
;24007;26/8/2010;1;3;Perifericos;IBM 80 Minute CD-R Spindle, 50/Pack;26; 41,78 ;50%;8%; 456,24 ; 1.001,37 ; 20,89 ; 1,99 ;1;Joy Bell;6;136;3;2;2/9/2010;1
;24007;26/8/2010;1;1;Sobres;Peel & Seel Recycled Catalog Envelopes, Brown;28; 19,97 ;42%;6%; 201,25 ; 532,46 ; 11,58 ; 6,97 ;1;Joy Bell;6;144;3;6;2/9/2010;3
;24007;26/8/2010;1;1;Etiquetas;Avery 506;42; 6,45 ;36%;9%; 73,18 ; 247,14 ; 4,13 ; 0,50 ;1;Joy Bell;6;140;3;6;30/8/2010;4
;24033;2/1/2011;3;2;Mobiliario;Westinghouse Floor Lamp with Metal Mesh Shade, Black;50; 39,33 ;39%;0%; 766,89 ; 1.982,07 ; 23,99 ; 15,68 ;2;Steven Ward;3;112;4;7;4/1/2011;3
;24038;20/6/2011;3;1;Boligrafos;Prang Drawing Pencil Set;38; 5,67 ;51%;10%; 88,39 ; 195,37 ; 2,78 ; 1,34 ;1;Jack Lebron;6;141;2;5;22/6/2011;2
;24038;20/6/2011;3;3;Telefonos;Polyproplyene Holder;15; 108,18 ;39%;0%; 632,85 ; 1.627,96 ; 65,99 ; 5,26 ;3;Jack Lebron;7;57;2;6;22/6/2011;2
;24039;17/7/2012;2;3;Perifericos;Imation Printable White 80 Minute CD-R Spindle, 50/Pack;5; 81,96 ;50%;10%; 163,92 ; 370,81 ; 40,98 ; 1,99 ;1;Sean Wendt;7;71;2;2;19/7/2012;1
;24064;25/7/2010;5;3;Maquinas de oficina;Panasonic KX-P3200 Dot Matrix Printer;23; 496,07 ;40%;7%; 3.765,15 ; 10.625,57 ; 297,64 ; 14,70 ;2;Sanjit Chand;2;27;3;7;28/7/2010;1
;24066;13/4/2012;3;2;Librerias;Bush Mission Pointe Library;30; 308,12 ;51%;7%; 4.067,22 ; 8.662,89 ; 150,98 ; 66,27 ;2;Gary Hwang;3;110;3;4;15/4/2012;2
;24067;22/8/2012;3;1;Papel;Xerox 1920;19; 13,00 ;54%;7%; 116,09 ; 237,21 ; 5,98 ; 7,50 ;1;Frank Atkinson;7;70;2;6;23/8/2012;4
;24067;22/8/2012;3;3;Telefonos;Polyproplyene Holder;46; 111,85 ;41%;3%; 1.955,09 ; 4.996,55 ; 65,99 ; 5,92 ;3;Frank Atkinson;7;76;2;6;23/8/2012;2
;24067;22/8/2012;3;1;Carpetas;Ibico Presentation Index for Binding Systems;30; 6,86 ;42%;7%; 72,05 ; 196,71 ; 3,98 ; 5,26 ;3;Frank Atkinson;7;75;2;6;24/8/2012;4
;24069;16/7/2010;1;2;Mesas;Bretford Rectangular Conference Table Tops;21; 709,68 ;47%;2%; 6.706,47 ; 14.690,83 ; 376,13 ; 85,63 ;2;Anne Pryor;5;33;3;4;23/7/2010;4
;24070;15/3/2011;3;1;Carpetas;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";36; 10,91 ;55%;10%; 176,76 ; 358,49 ; 4,91 ; 4,97 ;1;Sonia Sunley;2;25;2;6;16/3/2011;2
;24070;15/3/2011;3;2;Tapetes;Hon Olson Stacker Stools;3; 247,04 ;43%;10%; 244,56 ; 691,48 ; 140,81 ; 24,49 ;1;Sonia Sunley;2;31;2;1;16/3/2011;3
;24070;15/3/2011;3;1;Boligrafos;Newell 314;48; 9,00 ;38%;0%; 164,16 ; 432,70 ; 5,58 ; 0,70 ;3;Sonia Sunley;2;29;2;5;16/3/2011;3
;24097;4/8/2010;3;3;Perifericos;TDK 4.7GB DVD+RW;1; 24,13 ;40%;0%; 9,65 ; 26,12 ; 14,48 ; 1,99 ;1;Anthony Johnson;6;127;1;2;4/8/2010;2
;24097;4/8/2010;3;3;Perifericos;U.S. Robotics 56K Internet Call Modem;27; 156,23 ;36%;4%; 1.349,87 ; 4.069,59 ; 99,99 ; 19,99 ;1;Anthony Johnson;6;142;1;6;6/8/2010;3
;24097;4/8/2010;3;1;Papel;Xerox 190;2; 8,74 ;43%;1%; 7,34 ; 22,16 ; 4,98 ; 4,86 ;1;Anthony Johnson;6;124;1;6;6/8/2010;3
;24098;17/4/2012;4;1;Carpetas;Tuff Stuff Recycled Round Ring Binders;42; 7,77 ;38%;5%; 107,75 ; 311,68 ; 4,82 ; 1,49 ;1;Erin Mull;7;68;1;6;18/4/2012;1
;24098;17/4/2012;4;1;Papel;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";10; 14,15 ;46%;5%; 58,01 ; 140,24 ; 7,64 ; 5,83 ;1;Erin Mull;7;68;1;5;19/4/2012;4
;24098;17/4/2012;4;3;Telefonos;LX 788;32; 339,11 ;54%;2%; 5.642,77 ; 10.643,44 ; 155,99 ; 8,99 ;1;Erin Mull;7;64;1;6;18/4/2012;4
;24099;20/5/2011;2;3;Perifericos;Logitech Internet Navigator Keyboard;6; 59,58 ;48%;1%; 168,01 ; 360,39 ; 30,98 ; 6,50 ;1;Max Engle;5;40;2;6;21/5/2011;2
;24099;20/5/2011;2;1;Organizadores;Tennsco Commercial Shelving;36; 35,68 ;43%;0%; 552,39 ; 1.319,63 ; 20,34 ; 35,00 ;1;Max Engle;5;46;2;1;21/5/2011;2
;24102;30/11/2010;4;1;Organizadores;Companion Letter/Legal File, Black;50; 62,93 ;40%;3%; 1.164,27 ; 3.065,17 ; 37,76 ; 12,90 ;1;Fred McMath;7;50;1;6;1/12/2010;3
